Altitude,Treatment,Temp,Moisture,Day,Rtime
Low Altitude,Treated,13.73,0.2995,175,24/06/2013 11:00
Low Altitude,Treated,14.405,0.287,176,24/06/2013 12:00
Low Altitude,Treated,17.73,0.283,176,24/06/2013 13:00
Low Altitude,Treated,18.88,0.3005,176,24/06/2013 14:00
Low Altitude,Treated,19.37,0.331,176,24/06/2013 15:00
Low Altitude,Treated,18.76,0.3205,176,24/06/2013 16:00
Low Altitude,Treated,19.35,0.3125,176,24/06/2013 17:00
Low Altitude,Treated,18.77,0.306,176,24/06/2013 18:00
Low Altitude,Treated,18.01,0.3005,176,24/06/2013 19:00
Low Altitude,Treated,17.275,0.297,176,24/06/2013 20:00
Low Altitude,Treated,15.91,0.2945,176,24/06/2013 21:00
Low Altitude,Treated,14.435,0.2925,176,24/06/2013 22:00
Low Altitude,Treated,12.735,0.2915,176,24/06/2013 23:00
Low Altitude,Treated,11.485,0.291,176,25/06/2013 00:00
Low Altitude,Treated,10.685,0.2915,176,25/06/2013 01:00
Low Altitude,Treated,10.05,0.291,176,25/06/2013 02:00
Low Altitude,Treated,9.45,0.291,176,25/06/2013 03:00
Low Altitude,Treated,8.95,0.29,176,25/06/2013 04:00
Low Altitude,Treated,8.59,0.289,176,25/06/2013 05:00
Low Altitude,Treated,9.09,0.288,176,25/06/2013 06:00
Low Altitude,Treated,10.77,0.2885,176,25/06/2013 07:00
Low Altitude,Treated,13.415,0.2785,176,25/06/2013 08:00
Low Altitude,Treated,17,0.2705,176,25/06/2013 09:00
Low Altitude,Treated,20.675,0.2635,176,25/06/2013 10:00
Low Altitude,Treated,23.93,0.2575,176,25/06/2013 11:00
Low Altitude,Treated,26.725,0.2495,177,25/06/2013 12:00
Low Altitude,Treated,28.7,0.2355,177,25/06/2013 13:00
Low Altitude,Treated,29.92,0.221,177,25/06/2013 14:00
Low Altitude,Treated,30.39,0.2095,177,25/06/2013 15:00
Low Altitude,Treated,30.435,0.2025,177,25/06/2013 16:00
Low Altitude,Treated,28.305,0.1985,177,25/06/2013 17:00
Low Altitude,Treated,27.55,0.1965,177,25/06/2013 18:00
Low Altitude,Treated,25.49,0.195,177,25/06/2013 19:00
Low Altitude,Treated,23.14,0.1935,177,25/06/2013 20:00
Low Altitude,Treated,20.415,0.1915,177,25/06/2013 21:00
Low Altitude,Treated,18.305,0.191,177,25/06/2013 22:00
Low Altitude,Treated,16.72,0.191,177,25/06/2013 23:00
Low Altitude,Treated,15.395,0.19,177,26/06/2013 00:00
Low Altitude,Treated,14.41,0.1895,177,26/06/2013 01:00
Low Altitude,Treated,13.77,0.1895,177,26/06/2013 02:00
Low Altitude,Treated,12.84,0.189,177,26/06/2013 03:00
Low Altitude,Treated,12.765,0.1885,177,26/06/2013 04:00
Low Altitude,Treated,13.135,0.1875,177,26/06/2013 05:00
Low Altitude,Treated,13.43,0.1855,177,26/06/2013 06:00
Low Altitude,Treated,14.165,0.1825,177,26/06/2013 07:00
Low Altitude,Treated,15.855,0.1845,177,26/06/2013 08:00
Low Altitude,Treated,19.065,0.187,177,26/06/2013 09:00
Low Altitude,Treated,22.5,0.184,177,26/06/2013 10:00
Low Altitude,Treated,25.695,0.181,177,26/06/2013 11:00
Low Altitude,Treated,27.53,0.178,178,26/06/2013 12:00
Low Altitude,Treated,26.875,0.175,178,26/06/2013 13:00
Low Altitude,Treated,26.72,0.173,178,26/06/2013 14:00
Low Altitude,Treated,27.395,0.1715,178,26/06/2013 15:00
Low Altitude,Treated,26.72,0.167,178,26/06/2013 16:00
Low Altitude,Treated,25.93,0.164,178,26/06/2013 17:00
Low Altitude,Treated,25.735,0.1605,178,26/06/2013 18:00
Low Altitude,Treated,23.085,0.158,178,26/06/2013 19:00
Low Altitude,Treated,20.925,0.156,178,26/06/2013 20:00
Low Altitude,Treated,19.705,0.155,178,26/06/2013 21:00
Low Altitude,Treated,18.455,0.1535,178,26/06/2013 22:00
Low Altitude,Treated,17.68,0.153,178,26/06/2013 23:00
Low Altitude,Treated,17.09,0.152,178,27/06/2013 00:00
Low Altitude,Treated,16.59,0.152,178,27/06/2013 01:00
Low Altitude,Treated,15.99,0.154,178,27/06/2013 02:00
Low Altitude,Treated,15.47,0.1575,178,27/06/2013 03:00
Low Altitude,Treated,15.085,0.1615,178,27/06/2013 04:00
Low Altitude,Treated,14.635,0.166,178,27/06/2013 05:00
Low Altitude,Treated,14.28,0.169,178,27/06/2013 06:00
Low Altitude,Treated,15.055,0.17,178,27/06/2013 07:00
Low Altitude,Treated,17.775,0.169,178,27/06/2013 08:00
Low Altitude,Treated,20.86,0.1675,178,27/06/2013 09:00
Low Altitude,Treated,23.76,0.1645,178,27/06/2013 10:00
Low Altitude,Treated,24.81,0.1625,178,27/06/2013 11:00
Low Altitude,Treated,25.24,0.157,179,27/06/2013 12:00
Low Altitude,Treated,26.245,0.1535,179,27/06/2013 13:00
Low Altitude,Treated,28.15,0.1495,179,27/06/2013 14:00
Low Altitude,Treated,26.54,0.1465,179,27/06/2013 15:00
Low Altitude,Treated,24.96,0.143,179,27/06/2013 16:00
Low Altitude,Treated,22.375,0.1395,179,27/06/2013 17:00
Low Altitude,Treated,19.915,0.138,179,27/06/2013 18:00
Low Altitude,Treated,18.05,0.1365,179,27/06/2013 19:00
Low Altitude,Treated,16.925,0.1355,179,27/06/2013 20:00
Low Altitude,Treated,16.31,0.135,179,27/06/2013 21:00
Low Altitude,Treated,15.665,0.1345,179,27/06/2013 22:00
Low Altitude,Treated,15.25,0.1345,179,27/06/2013 23:00
Low Altitude,Treated,14.765,0.135,179,28/06/2013 00:00
Low Altitude,Treated,14.55,0.1355,179,28/06/2013 01:00
Low Altitude,Treated,14.45,0.1365,179,28/06/2013 02:00
Low Altitude,Treated,14.33,0.1375,179,28/06/2013 03:00
Low Altitude,Treated,14.235,0.139,179,28/06/2013 04:00
Low Altitude,Treated,14.09,0.1415,179,28/06/2013 05:00
Low Altitude,Treated,14.31,0.143,179,28/06/2013 06:00
Low Altitude,Treated,14.86,0.143,179,28/06/2013 07:00
Low Altitude,Treated,15.905,0.1415,179,28/06/2013 08:00
Low Altitude,Treated,16.06,0.14,179,28/06/2013 09:00
Low Altitude,Treated,16.83,0.1385,179,28/06/2013 10:00
Low Altitude,Treated,17.645,0.1375,179,28/06/2013 11:00
Low Altitude,Treated,18.49,0.1365,180,28/06/2013 12:00
Low Altitude,Treated,19.105,0.1345,180,28/06/2013 13:00
Low Altitude,Treated,20.26,0.1325,180,28/06/2013 14:00
Low Altitude,Treated,19.995,0.129,180,28/06/2013 15:00
Low Altitude,Treated,19.645,0.1275,180,28/06/2013 16:00
Low Altitude,Treated,19,0.127,180,28/06/2013 17:00
Low Altitude,Treated,18.48,0.126,180,28/06/2013 18:00
Low Altitude,Treated,18.125,0.1255,180,28/06/2013 19:00
Low Altitude,Treated,17.785,0.125,180,28/06/2013 20:00
Low Altitude,Treated,16.865,0.1255,180,28/06/2013 21:00
Low Altitude,Treated,16.125,0.125,180,28/06/2013 22:00
Low Altitude,Treated,15.035,0.1245,180,28/06/2013 23:00
Low Altitude,Treated,13.71,0.125,180,29/06/2013 00:00
Low Altitude,Treated,12.76,0.1245,180,29/06/2013 01:00
Low Altitude,Treated,12.18,0.1255,180,29/06/2013 02:00
Low Altitude,Treated,11.42,0.1275,180,29/06/2013 03:00
Low Altitude,Treated,11.295,0.1285,180,29/06/2013 04:00
Low Altitude,Treated,11.335,0.1305,180,29/06/2013 05:00
Low Altitude,Treated,11.47,0.1305,180,29/06/2013 06:00
Low Altitude,Treated,11.915,0.13,180,29/06/2013 07:00
Low Altitude,Treated,12.94,0.1295,180,29/06/2013 08:00
Low Altitude,Treated,14.74,0.1295,180,29/06/2013 09:00
Low Altitude,Treated,16.27,0.127,180,29/06/2013 10:00
Low Altitude,Treated,19.295,0.126,180,29/06/2013 11:00
Low Altitude,Treated,21.045,0.123,181,29/06/2013 12:00
Low Altitude,Treated,23.22,0.1255,181,29/06/2013 13:00
Low Altitude,Treated,24.7,0.1345,181,29/06/2013 14:00
Low Altitude,Treated,25.375,0.1555,181,29/06/2013 15:00
Low Altitude,Treated,26.215,0.164,181,29/06/2013 16:00
Low Altitude,Treated,25.57,0.167,181,29/06/2013 17:00
Low Altitude,Treated,24.735,0.1675,181,29/06/2013 18:00
Low Altitude,Treated,23.24,0.168,181,29/06/2013 19:00
Low Altitude,Treated,21.43,0.1665,181,29/06/2013 20:00
Low Altitude,Treated,19.915,0.1655,181,29/06/2013 21:00
Low Altitude,Treated,18.665,0.1655,181,29/06/2013 22:00
Low Altitude,Treated,17.705,0.1655,181,29/06/2013 23:00
Low Altitude,Treated,17.14,0.165,181,30/06/2013 00:00
Low Altitude,Treated,16.64,0.165,181,30/06/2013 01:00
Low Altitude,Treated,15.75,0.1655,181,30/06/2013 02:00
Low Altitude,Treated,14.69,0.166,181,30/06/2013 03:00
Low Altitude,Treated,13.995,0.172,181,30/06/2013 04:00
Low Altitude,Treated,13.495,0.202,181,30/06/2013 05:00
Low Altitude,Treated,13.86,0.2245,181,30/06/2013 06:00
Low Altitude,Treated,15.45,0.2625,181,30/06/2013 07:00
Low Altitude,Treated,18.04,0.2775,181,30/06/2013 08:00
Low Altitude,Treated,20.59,0.285,181,30/06/2013 09:00
Low Altitude,Treated,22.415,0.281,181,30/06/2013 10:00
Low Altitude,Treated,24.365,0.271,181,30/06/2013 11:00
Low Altitude,Treated,28.065,0.268,182,30/06/2013 12:00
Low Altitude,Treated,29.505,0.278,182,30/06/2013 13:00
Low Altitude,Treated,29.68,0.2785,182,30/06/2013 14:00
Low Altitude,Treated,31.25,0.281,182,30/06/2013 15:00
Low Altitude,Treated,31.55,0.275,182,30/06/2013 16:00
Low Altitude,Treated,30.84,0.27,182,30/06/2013 17:00
Low Altitude,Treated,29.05,0.2665,182,30/06/2013 18:00
Low Altitude,Treated,26.23,0.2605,182,30/06/2013 19:00
Low Altitude,Treated,23.935,0.257,182,30/06/2013 20:00
Low Altitude,Treated,22.04,0.255,182,30/06/2013 21:00
Low Altitude,Treated,20.135,0.251,182,30/06/2013 22:00
Low Altitude,Treated,19.13,0.2495,182,30/06/2013 23:00
Low Altitude,Treated,18.25,0.2485,182,01/07/2013 00:00
Low Altitude,Treated,17.625,0.247,182,01/07/2013 01:00
Low Altitude,Treated,17.105,0.2475,182,01/07/2013 02:00
Low Altitude,Treated,16.72,0.248,182,01/07/2013 03:00
Low Altitude,Treated,15.945,0.248,182,01/07/2013 04:00
Low Altitude,Treated,15.05,0.2475,182,01/07/2013 05:00
Low Altitude,Treated,14.33,0.244,182,01/07/2013 06:00
Low Altitude,Treated,15.56,0.2385,182,01/07/2013 07:00
Low Altitude,Treated,16.93,0.2305,182,01/07/2013 08:00
Low Altitude,Treated,19.945,0.2185,182,01/07/2013 09:00
Low Altitude,Treated,22.225,0.211,182,01/07/2013 10:00
Low Altitude,Treated,24.1,0.206,182,01/07/2013 11:00
Low Altitude,Treated,24.97,0.199,183,01/07/2013 12:00
Low Altitude,Treated,22.555,0.1935,183,01/07/2013 13:00
Low Altitude,Treated,23.45,0.187,183,01/07/2013 14:00
Low Altitude,Treated,28.9,0.181,183,01/07/2013 15:00
Low Altitude,Treated,27.38,0.176,183,01/07/2013 16:00
Low Altitude,Treated,26.095,0.172,183,01/07/2013 17:00
Low Altitude,Treated,24.67,0.17,183,01/07/2013 18:00
Low Altitude,Treated,23.1,0.1675,183,01/07/2013 19:00
Low Altitude,Treated,21.32,0.166,183,01/07/2013 20:00
Low Altitude,Treated,19.04,0.1645,183,01/07/2013 21:00
Low Altitude,Treated,16.945,0.163,183,01/07/2013 22:00
Low Altitude,Treated,15.215,0.1605,183,01/07/2013 23:00
Low Altitude,Treated,13.925,0.16,183,02/07/2013 00:00
Low Altitude,Treated,13,0.1595,183,02/07/2013 01:00
Low Altitude,Treated,12.255,0.161,183,02/07/2013 02:00
Low Altitude,Treated,11.72,0.1645,183,02/07/2013 03:00
Low Altitude,Treated,11.765,0.168,183,02/07/2013 04:00
Low Altitude,Treated,12.02,0.17,183,02/07/2013 05:00
Low Altitude,Treated,12.38,0.171,183,02/07/2013 06:00
Low Altitude,Treated,13.245,0.173,183,02/07/2013 07:00
Low Altitude,Treated,14.54,0.173,183,02/07/2013 08:00
Low Altitude,Treated,16.32,0.171,183,02/07/2013 09:00
Low Altitude,Treated,16.915,0.168,183,02/07/2013 10:00
Low Altitude,Treated,18.195,0.1655,183,02/07/2013 11:00
Low Altitude,Treated,20.8,0.1625,184,02/07/2013 12:00
Low Altitude,Treated,19.96,0.1575,184,02/07/2013 13:00
Low Altitude,Treated,19.635,0.153,184,02/07/2013 14:00
Low Altitude,Treated,20.225,0.148,184,02/07/2013 15:00
Low Altitude,Treated,19.605,0.1445,184,02/07/2013 16:00
Low Altitude,Treated,19.08,0.143,184,02/07/2013 17:00
Low Altitude,Treated,18.4,0.141,184,02/07/2013 18:00
Low Altitude,Treated,17.99,0.1395,184,02/07/2013 19:00
Low Altitude,Treated,17.89,0.139,184,02/07/2013 20:00
Low Altitude,Treated,17.315,0.139,184,02/07/2013 21:00
Low Altitude,Treated,16.665,0.138,184,02/07/2013 22:00
Low Altitude,Treated,16.235,0.138,184,02/07/2013 23:00
Low Altitude,Treated,15.955,0.1375,184,03/07/2013 00:00
Low Altitude,Treated,15.695,0.1365,184,03/07/2013 01:00
Low Altitude,Treated,15.445,0.137,184,03/07/2013 02:00
Low Altitude,Treated,15.01,0.1375,184,03/07/2013 03:00
Low Altitude,Treated,14.71,0.139,184,03/07/2013 04:00
Low Altitude,Treated,14.7,0.1405,184,03/07/2013 05:00
Low Altitude,Treated,14.775,0.1415,184,03/07/2013 06:00
Low Altitude,Treated,15.33,0.1405,184,03/07/2013 07:00
Low Altitude,Treated,16.885,0.1375,184,03/07/2013 08:00
Low Altitude,Treated,19.145,0.137,184,03/07/2013 09:00
Low Altitude,Treated,19.27,0.1385,184,03/07/2013 10:00
Low Altitude,Treated,19.525,0.1385,184,03/07/2013 11:00
Low Altitude,Treated,19.705,0.135,185,03/07/2013 12:00
Low Altitude,Treated,21.51,0.1325,185,03/07/2013 13:00
Low Altitude,Treated,21.41,0.131,185,03/07/2013 14:00
Low Altitude,Treated,23.11,0.1285,185,03/07/2013 15:00
Low Altitude,Treated,25.225,0.1265,185,03/07/2013 16:00
Low Altitude,Treated,23.18,0.1235,185,03/07/2013 17:00
Low Altitude,Treated,21.86,0.1225,185,03/07/2013 18:00
Low Altitude,Treated,20.73,0.1215,185,03/07/2013 19:00
Low Altitude,Treated,18.875,0.121,185,03/07/2013 20:00
Low Altitude,Treated,16.96,0.121,185,03/07/2013 21:00
Low Altitude,Treated,16.355,0.1205,185,03/07/2013 22:00
Low Altitude,Treated,15.635,0.121,185,03/07/2013 23:00
Low Altitude,Treated,15.03,0.122,185,04/07/2013 00:00
Low Altitude,Treated,13.97,0.122,185,04/07/2013 01:00
Low Altitude,Treated,13.11,0.123,185,04/07/2013 02:00
Low Altitude,Treated,12.45,0.1235,185,04/07/2013 03:00
Low Altitude,Treated,11.92,0.1255,185,04/07/2013 04:00
Low Altitude,Treated,11.57,0.1265,185,04/07/2013 05:00
Low Altitude,Treated,12.095,0.126,185,04/07/2013 06:00
Low Altitude,Treated,13.87,0.1275,185,04/07/2013 07:00
Low Altitude,Treated,15.71,0.1275,185,04/07/2013 08:00
Low Altitude,Treated,17.115,0.1255,185,04/07/2013 09:00
Low Altitude,Treated,19.72,0.125,185,04/07/2013 10:00
Low Altitude,Treated,24.225,0.125,185,04/07/2013 11:00
Low Altitude,Treated,26.5,0.1235,186,04/07/2013 12:00
Low Altitude,Treated,26.945,0.1225,186,04/07/2013 13:00
Low Altitude,Treated,25.815,0.122,186,04/07/2013 14:00
Low Altitude,Treated,28.61,0.1215,186,04/07/2013 15:00
Low Altitude,Treated,31.35,0.1215,186,04/07/2013 16:00
Low Altitude,Treated,29.705,0.121,186,04/07/2013 17:00
Low Altitude,Treated,27.695,0.1205,186,04/07/2013 18:00
Low Altitude,Treated,26.24,0.1205,186,04/07/2013 19:00
Low Altitude,Treated,23.775,0.1205,186,04/07/2013 20:00
Low Altitude,Treated,20.26,0.121,186,04/07/2013 21:00
Low Altitude,Treated,17.3,0.1345,186,04/07/2013 22:00
Low Altitude,Treated,15.725,0.207,186,04/07/2013 23:00
Low Altitude,Treated,14.91,0.2415,186,05/07/2013 00:00
Low Altitude,Treated,13.87,0.2555,186,05/07/2013 01:00
Low Altitude,Treated,12.665,0.257,186,05/07/2013 02:00
Low Altitude,Treated,11.91,0.2555,186,05/07/2013 03:00
Low Altitude,Treated,11.62,0.2555,186,05/07/2013 04:00
Low Altitude,Treated,11.16,0.253,186,05/07/2013 05:00
Low Altitude,Treated,11.98,0.246,186,05/07/2013 06:00
Low Altitude,Treated,14.93,0.2415,186,05/07/2013 07:00
Low Altitude,Treated,18.485,0.235,186,05/07/2013 08:00
Low Altitude,Treated,22.45,0.225,186,05/07/2013 09:00
Low Altitude,Treated,25.915,0.217,186,05/07/2013 10:00
Low Altitude,Treated,28.875,0.2095,186,05/07/2013 11:00
Low Altitude,Treated,31.1,0.202,187,05/07/2013 12:00
Low Altitude,Treated,32.865,0.191,187,05/07/2013 13:00
Low Altitude,Treated,33.885,0.187,187,05/07/2013 14:00
Low Altitude,Treated,34.16,0.1815,187,05/07/2013 15:00
Low Altitude,Treated,34.35,0.174,187,05/07/2013 16:00
Low Altitude,Treated,33.265,0.171,187,05/07/2013 17:00
Low Altitude,Treated,31.565,0.168,187,05/07/2013 18:00
Low Altitude,Treated,29.25,0.1665,187,05/07/2013 19:00
Low Altitude,Treated,26.365,0.1645,187,05/07/2013 20:00
Low Altitude,Treated,22.83,0.1625,187,05/07/2013 21:00
Low Altitude,Treated,19.895,0.1605,187,05/07/2013 22:00
Low Altitude,Treated,18.075,0.159,187,05/07/2013 23:00
Low Altitude,Treated,17.025,0.1585,187,06/07/2013 00:00
Low Altitude,Treated,16.015,0.1585,187,06/07/2013 01:00
Low Altitude,Treated,15.085,0.1605,187,06/07/2013 02:00
Low Altitude,Treated,14.43,0.1635,187,06/07/2013 03:00
Low Altitude,Treated,13.935,0.166,187,06/07/2013 04:00
Low Altitude,Treated,13.535,0.168,187,06/07/2013 05:00
Low Altitude,Treated,13.775,0.172,187,06/07/2013 06:00
Low Altitude,Treated,16.17,0.174,187,06/07/2013 07:00
Low Altitude,Treated,19.69,0.1755,187,06/07/2013 08:00
Low Altitude,Treated,23.96,0.1705,187,06/07/2013 09:00
Low Altitude,Treated,28.08,0.1685,187,06/07/2013 10:00
Low Altitude,Treated,30.625,0.17,187,06/07/2013 11:00
Low Altitude,Treated,33.23,0.167,188,06/07/2013 12:00
Low Altitude,Treated,34.69,0.1615,188,06/07/2013 13:00
Low Altitude,Treated,35.49,0.1575,188,06/07/2013 14:00
Low Altitude,Treated,35.675,0.153,188,06/07/2013 15:00
Low Altitude,Treated,35.52,0.1495,188,06/07/2013 16:00
Low Altitude,Treated,34.495,0.1465,188,06/07/2013 17:00
Low Altitude,Treated,32.695,0.1435,188,06/07/2013 18:00
Low Altitude,Treated,29.245,0.142,188,06/07/2013 19:00
Low Altitude,Treated,26.16,0.141,188,06/07/2013 20:00
Low Altitude,Treated,22.59,0.14,188,06/07/2013 21:00
Low Altitude,Treated,19.89,0.139,188,06/07/2013 22:00
Low Altitude,Treated,18.35,0.138,188,06/07/2013 23:00
Low Altitude,Treated,17.22,0.1375,188,07/07/2013 00:00
Low Altitude,Treated,16.48,0.137,188,07/07/2013 01:00
Low Altitude,Treated,15.7,0.138,188,07/07/2013 02:00
Low Altitude,Treated,14.795,0.1395,188,07/07/2013 03:00
Low Altitude,Treated,14.23,0.142,188,07/07/2013 04:00
Low Altitude,Treated,13.73,0.1445,188,07/07/2013 05:00
Low Altitude,Treated,14.575,0.1465,188,07/07/2013 06:00
Low Altitude,Treated,18.03,0.1475,188,07/07/2013 07:00
Low Altitude,Treated,22.665,0.1475,188,07/07/2013 08:00
Low Altitude,Treated,26.335,0.1465,188,07/07/2013 09:00
Low Altitude,Treated,30.385,0.1445,188,07/07/2013 10:00
Low Altitude,Treated,34.045,0.1425,188,07/07/2013 11:00
Low Altitude,Treated,36.86,0.1395,189,07/07/2013 12:00
Low Altitude,Treated,38.755,0.136,189,07/07/2013 13:00
Low Altitude,Treated,39.035,0.133,189,07/07/2013 14:00
Low Altitude,Treated,37.575,0.1295,189,07/07/2013 15:00
Low Altitude,Treated,37.3,0.127,189,07/07/2013 16:00
Low Altitude,Treated,36.1,0.1245,189,07/07/2013 17:00
Low Altitude,Treated,33.14,0.1235,189,07/07/2013 18:00
Low Altitude,Treated,30.295,0.1225,189,07/07/2013 19:00
Low Altitude,Treated,27.335,0.122,189,07/07/2013 20:00
Low Altitude,Treated,23.495,0.121,189,07/07/2013 21:00
Low Altitude,Treated,20.555,0.121,189,07/07/2013 22:00
Low Altitude,Treated,18.775,0.121,189,07/07/2013 23:00
Low Altitude,Treated,17.78,0.121,189,08/07/2013 00:00
Low Altitude,Treated,17.665,0.121,189,08/07/2013 01:00
Low Altitude,Treated,17.55,0.1215,189,08/07/2013 02:00
Low Altitude,Treated,16.265,0.123,189,08/07/2013 03:00
Low Altitude,Treated,15.475,0.1245,189,08/07/2013 04:00
Low Altitude,Treated,14.92,0.1265,189,08/07/2013 05:00
Low Altitude,Treated,15.31,0.1275,189,08/07/2013 06:00
Low Altitude,Treated,17.335,0.1275,189,08/07/2013 07:00
Low Altitude,Treated,20.64,0.126,189,08/07/2013 08:00
Low Altitude,Treated,22.825,0.125,189,08/07/2013 09:00
Low Altitude,Treated,24.115,0.123,189,08/07/2013 10:00
Low Altitude,Treated,24.02,0.121,189,08/07/2013 11:00
Low Altitude,Treated,25.305,0.118,190,08/07/2013 12:00
Low Altitude,Treated,25.135,0.1155,190,08/07/2013 13:00
Low Altitude,Treated,25.015,0.1125,190,08/07/2013 14:00
Low Altitude,Treated,25.75,0.11,190,08/07/2013 15:00
Low Altitude,Treated,25.19,0.1085,190,08/07/2013 16:00
Low Altitude,Treated,24.51,0.107,190,08/07/2013 17:00
Low Altitude,Treated,23.705,0.1065,190,08/07/2013 18:00
Low Altitude,Treated,23.075,0.106,190,08/07/2013 19:00
Low Altitude,Treated,21.94,0.106,190,08/07/2013 20:00
Low Altitude,Treated,18.52,0.106,190,08/07/2013 21:00
Low Altitude,Treated,16.145,0.106,190,08/07/2013 22:00
Low Altitude,Treated,14.725,0.106,190,08/07/2013 23:00
Low Altitude,Treated,13.695,0.106,190,09/07/2013 00:00
Low Altitude,Treated,12.86,0.1065,190,09/07/2013 01:00
Low Altitude,Treated,12.27,0.1075,190,09/07/2013 02:00
Low Altitude,Treated,12.105,0.1085,190,09/07/2013 03:00
Low Altitude,Treated,12.59,0.1105,190,09/07/2013 04:00
Low Altitude,Treated,12.38,0.1115,190,09/07/2013 05:00
Low Altitude,Treated,12.64,0.112,190,09/07/2013 06:00
Low Altitude,Treated,14.94,0.1125,190,09/07/2013 07:00
Low Altitude,Treated,17.225,0.112,190,09/07/2013 08:00
Low Altitude,Treated,22.855,0.1105,190,09/07/2013 09:00
Low Altitude,Treated,28.2,0.1085,190,09/07/2013 10:00
Low Altitude,Treated,32.33,0.106,190,09/07/2013 11:00
Low Altitude,Treated,35.75,0.104,191,09/07/2013 12:00
Low Altitude,Treated,39.21,0.102,191,09/07/2013 13:00
Low Altitude,Treated,40.87,0.0995,191,09/07/2013 14:00
Low Altitude,Treated,41.595,0.098,191,09/07/2013 15:00
Low Altitude,Treated,40.78,0.097,191,09/07/2013 16:00
Low Altitude,Treated,38.265,0.0955,191,09/07/2013 17:00
Low Altitude,Treated,33.975,0.095,191,09/07/2013 18:00
Low Altitude,Treated,31.01,0.095,191,09/07/2013 19:00
Low Altitude,Treated,27.89,0.0955,191,09/07/2013 20:00
Low Altitude,Treated,24.55,0.096,191,09/07/2013 21:00
Low Altitude,Treated,21.84,0.0955,191,09/07/2013 22:00
Low Altitude,Treated,20.01,0.095,191,09/07/2013 23:00
Low Altitude,Treated,18.93,0.0955,191,10/07/2013 00:00
Low Altitude,Treated,17.955,0.096,191,10/07/2013 01:00
Low Altitude,Treated,16.98,0.0965,191,10/07/2013 02:00
Low Altitude,Treated,16.235,0.098,191,10/07/2013 03:00
Low Altitude,Treated,15.625,0.099,191,10/07/2013 04:00
Low Altitude,Treated,15.995,0.099,191,10/07/2013 05:00
Low Altitude,Treated,16.81,0.099,191,10/07/2013 06:00
Low Altitude,Treated,17.87,0.0985,191,10/07/2013 07:00
Low Altitude,Treated,18.385,0.0975,191,10/07/2013 08:00
Low Altitude,Treated,18.75,0.097,191,10/07/2013 09:00
Low Altitude,Treated,19.58,0.0965,191,10/07/2013 10:00
Low Altitude,Treated,21.07,0.096,191,10/07/2013 11:00
Low Altitude,Treated,21.755,0.095,192,10/07/2013 12:00
Low Altitude,Treated,23.01,0.0945,192,10/07/2013 13:00
Low Altitude,Treated,24.35,0.094,192,10/07/2013 14:00
Low Altitude,Treated,23.785,0.0935,192,10/07/2013 15:00
Low Altitude,Treated,23.17,0.0925,192,10/07/2013 16:00
Low Altitude,Treated,23.225,0.0915,192,10/07/2013 17:00
Low Altitude,Treated,22.85,0.0915,192,10/07/2013 18:00
Low Altitude,Treated,21.4,0.092,192,10/07/2013 19:00
Low Altitude,Treated,20.09,0.092,192,10/07/2013 20:00
Low Altitude,Treated,16.91,0.0925,192,10/07/2013 21:00
Low Altitude,Treated,14.435,0.0925,192,10/07/2013 22:00
Low Altitude,Treated,13.565,0.0935,192,10/07/2013 23:00
Low Altitude,Treated,11.465,0.094,192,11/07/2013 00:00
Low Altitude,Treated,12.455,0.094,192,11/07/2013 01:00
Low Altitude,Treated,12.565,0.095,192,11/07/2013 02:00
Low Altitude,Treated,12.845,0.0965,192,11/07/2013 03:00
Low Altitude,Treated,12.88,0.098,192,11/07/2013 04:00
Low Altitude,Treated,12.84,0.099,192,11/07/2013 05:00
Low Altitude,Treated,13.055,0.099,192,11/07/2013 06:00
Low Altitude,Treated,14.11,0.0975,192,11/07/2013 07:00
Low Altitude,Treated,15.485,0.096,192,11/07/2013 08:00
Low Altitude,Treated,17.655,0.0945,192,11/07/2013 09:00
Low Altitude,Treated,20.205,0.0925,192,11/07/2013 10:00
Low Altitude,Treated,25.96,0.09,192,11/07/2013 11:00
Low Altitude,Treated,28.565,0.0885,193,11/07/2013 12:00
Low Altitude,Treated,30.765,0.086,193,11/07/2013 13:00
Low Altitude,Treated,31.87,0.084,193,11/07/2013 14:00
Low Altitude,Treated,32.76,0.0825,193,11/07/2013 15:00
Low Altitude,Treated,32.035,0.0815,193,11/07/2013 16:00
Low Altitude,Treated,29.87,0.081,193,11/07/2013 17:00
Low Altitude,Treated,26.19,0.081,193,11/07/2013 18:00
Low Altitude,Treated,23.715,0.0805,193,11/07/2013 19:00
Low Altitude,Treated,20.74,0.081,193,11/07/2013 20:00
Low Altitude,Treated,19.04,0.0815,193,11/07/2013 21:00
Low Altitude,Treated,17.95,0.082,193,11/07/2013 22:00
Low Altitude,Treated,16.765,0.082,193,11/07/2013 23:00
Low Altitude,Treated,14.97,0.0825,193,12/07/2013 00:00
Low Altitude,Treated,13.645,0.0835,193,12/07/2013 01:00
Low Altitude,Treated,14.11,0.0845,193,12/07/2013 02:00
Low Altitude,Treated,14.93,0.0845,193,12/07/2013 03:00
Low Altitude,Treated,15.23,0.085,193,12/07/2013 04:00
Low Altitude,Treated,15.33,0.085,193,12/07/2013 05:00
Low Altitude,Treated,15.73,0.0855,193,12/07/2013 06:00
Low Altitude,Treated,16.5,0.086,193,12/07/2013 07:00
Low Altitude,Treated,17.495,0.086,193,12/07/2013 08:00
